Produto_numero;Nome;Codigo;Familia_numero;Linha_numero;Grupo;Fabricante;Fabricado_por;Conteudo_unidade;Unidade_medida;Peso_liquido;Peso_bruto;Preco_compra;Preco_venda;Estoque_minimo;Estoque_maximo;Estoque_ideal;Tempo_reposicao
1512;ESPUMA FILLER CUP HJD;31082307;5;22;Materia Prima;TRIOSPUMA;Terceiros;1;UN;1;1;50.00;60.00;14;35;25;7
1513;ESPUMA FILLER CUP U79;31082308;5;22;Materia Prima;TRIOSPUMA;Terceiros;1;UN;1000;1000;50.00;60.00;5;25;15;10
1511;ESPUMA FILLER CUP X52 PH L52;31082306;1;12;Materia Prima;TRIOESPUMA;Terceiros;1;UN;1;1;50.00;60.00;11;30;20;14
1504;ESPUMA FILLER CUP X52 PH2 B52;31082299;5;11;Materia Prima;TRIOSPUMA;Terceiros;1;UN;1;1;50.00;60.00;6;30;20;5
1501;ESPUMA FILLER CUP X67;31082296;5;11;Materia Prima;TRIOSPUMA;Terceiros;1;UN;1;1;50.00;60.00;15;35;25;8
1419;FILL VENT NIPPLE 2.5mm;31082215;5;14;Acabado;PO Piraquara;Terceiros;1;UN;0.01354;0.01639;25.00;30.00;12;30;20;7
1137;PP OBSOLETO PRODUcaO FORD;31082096;1;14;Materia Prima;PO do Brasil Ltda;Terceiros;1;UN;1;1;1.00;1.39;8;30;20;6
694;PALLET DE MADEIRA 1200 X 1050 X 070;31081855;5;15;Embalagem;PO Piraquara;Terceiros;1;UN;1;1;1.00;1.00;13;30;20;10
717;RACK ARMATURE PSA CC21M PCH DT;31081869;6;12;Embalagem;PO Piraquara;Terceiros;1;UN;1;2;1252.00;2400.00;6;30;20;14
718;114 SE- CENTER PLATE SOCKET OUTLET LUN/DECO;31081870;16;19;Acabado;PO Piraquara;Terceiros;1;UN;1;2;11121.00;22475.61;15;35;25;15
719;CAIXA PAPELaO EXPORTAcaO 117X97X42;31081871;6;12;Embalagem;PO Piraquara;Terceiros;1;UN;1;2;2.00;10.50;12;30;20;10
731;CONTR SEQUENCIALTW600 12 ZONAS;31081878;13;19;Acabado;PO Piraquara;Terceiros;1;UN;1;2;7014.00;9475.00;8;30;20;3
734;MDC GARN SEUIL COFFRE DISP CONTROL - 000010166670;31081881;13;19;Acabado;PO Piraquara;Terceiros;1;UN;1;2;27245.00;35000.00;12;30;20;3
737;GARNITURE SUP VOLTE MO.MDI830;31081884;13;19;Acabado;PO Piraquara;Terceiros;1;UN;1;2;101511.00;380000.00;11;30;20;3
809;DISPOSITIVO DE COLAGEM ESPUMA FILLER CUP B-52/L-52;31081932;13;27;Acabado;PO Piraquara;Terceiros;1;UN;1;2;448.00;6520.72;9;30;20;13
810;DISPOSITIVO DE CONTROLE FILLER CUP B-52/L-52;31081933;13;27;Acabado;PO Piraquara;Terceiros;1;UN;1;2;23184.00;26548.65;9;30;20;13
1420;FILL VENT NIPPLE 20.8mm;31082216;5;14;Acabado;PO Piraquara;Terceiros;1;UN;0.0093;0.01215;25.00;30.00;13;30;20;11
1440;FILL VENT NIPPLE EURO5;31082235;13;22;Acabado;GOOD MOLD;Terceiros;1;UN;500;501;25.00;30.00;11;30;20;2
1466;FILLER PIPE BRACKET MQB INJETADO;31082261;4;3;Semi Acabado;POLYFAST;Terceiros;1;UN;0.444;0.444;25.00;30.00;11;30;20;10
1438;FILTER BRACKETT SIEL VW;31082233;13;22;Acabado;GOOD MOLD;Terceiros;1;UN;500;501;25.00;30.00;13;30;20;10
1417;FILTER BRACKETT SIEL VW;31082213;4;3;Semi Acabado;Piraquara;Terceiros;1;UN;0.0294;0.02931;25.00;30.00;14;35;25;12
1503;Foam 21x19x2 (Rear Bracket);31082298;1;14;Materia Prima;ISOESPUMAS;Terceiros;1;UN;1;1;15.00;18.00;14;35;25;8
1502;Foam D20xd10x2 (Rear Bracket);31082297;1;14;Materia Prima;ISOESPUMAS;Terceiros;1;UN;1;1;15.00;18.00;10;30;20;4
1478;FOG LAMP BRACKET LH;31082273;5;21;Acabado;PO Taubate;Terceiros;1;UN;1;1;100.00;120.00;10;30;20;9
1597;FOG LAMP BRACKET LH - P&A;31082392;5;21;Acabado;PO Taubate;Terceiros;1;UN;0.04;0.04;100.00;120.00;3;25;15;2
1477;FOG LAMP BRACKET RH;31082272;5;21;Acabado;PO Taubate;Terceiros;1;UN;1;1;100.00;120.00;5;25;15;10
1374;RACK METALICO;31082185;5;12;Embalagem;PO SOROCABA;Terceiros;1;UN;1;1;10.00;3500.00;13;30;20;6
1596;FOG LAMP BRACKET RH - P&A;31082391;5;21;Acabado;PO Taubate;Terceiros;1;UN;0.04;0.04;100.00;120.00;3;25;15;4
1480;FOG LAMP COVER LH;31082275;5;21;Acabado;PO Taubate;Terceiros;1;UN;0.05;0.05;100.00;120.00;14;35;25;7
423;PEAD HS4506 NATURAL;31081683;1;10;Materia Prima;PO SOROCABA;Terceiros;1;KG;1;1;9.00;12.37;11;30;20;9
736;MaO PRESA RENFORT AR;31081883;13;19;Acabado;PO Taubate;Terceiros;1;UN;1;2;13285.00;30000.00;7;30;20;14
739;SEUIL COFFRE GARN SEUIL COFFRE;31081886;13;19;Acabado;PO Taubate;Terceiros;1;UN;1;2;371010.00;400000.00;4;25;15;11
751;MaO PRESA MD.61.0675-0;31081896;13;19;Acabado;PO Taubate;Terceiros;1;UN;1;2;1264.00;5000.00;4;25;15;14
752;GARRA ROBO COPINHO TRAS AI58 MO 8413;31081897;13;19;Acabado;PO Taubate;Terceiros;1;UN;1;2;33118.00;50000.00;5;25;15;11
753;GARRA ROBO SUPORT DO TWEETTER MO.8913MQB;31081898;13;19;Acabado;PO Taubate;Terceiros;1;UN;1;2;5237.00;50000.00;13;30;20;6
754;DISPOSITIVO DE CONTROLE ASSY FILLER PIPE BRACKET L7 PSA;31081899;13;27;Acabado;PO Taubate;Terceiros;1;UN;10;11;9471.00;10900.00;6;30;20;14
758;DISPOSITIVO DE CONTROLE PLASTIC SPACER FH L7;31081902;13;27;Acabado;PO Taubate;Terceiros;1;UN;1;2;9011.00;9800.00;12;30;20;10
759;DISPOSITIVO DE CONTROLE FILLER PIPE RETAINING CLIP;31081903;13;27;Acabado;PO Taubate;Terceiros;1;UN;1;2;4979.00;9400.00;4;25;15;11
766;TRIMTEC MOLDURA PROJETO TOYOTA 230B;31081907;13;19;Acabado;PO Taubate;Terceiros;1;UN;1;2;150446.00;200000.00;5;25;15;10
767;TRIMTEC TAMPA PROJETO TOYOTA 230B;31081908;13;19;Acabado;PO Taubate;Terceiros;1;UN;1;2;123128.00;130000.00;6;30;20;2
806;DISPOSITIVO P CRAVAMENTO PINO+BASE FIAT X6H;31081929;13;27;Acabado;PO TAUBATE;Terceiros;1;UN;1;2;402.00;10000.00;13;30;20;15
958;Partes e pecas de moldes/Ferramental;31081989;13;19;Acabado;PO Taubate;Terceiros;1;UN;1;1;1.00;50.00;9;30;20;12
1052;APLIQUE P.CH B515;31082031;5;14;Acabado;PO Taubate;Terceiros;1;UN;1;1;1.00;1.00;13;30;20;4
1053;SUPORTE DO B562MCA;31082032;5;14;Acabado;PO Taubate;Terceiros;1;UN;1;1;1.00;1.00;14;35;25;10
1054;DEFLETOR B562MCA;31082033;5;14;Acabado;PO Taubate;Terceiros;1;UN;1;1;1.00;1.00;3;25;15;4
1055;COBERTURA B515 ( Tampa guincho );31082034;5;14;Acabado;PO Taubate;Terceiros;1;UN;1;1;1.00;1.00;9;30;20;4
1056;SUPORTE B562MCA LE/LD;31082035;5;14;Acabado;PO Taubate;Terceiros;1;UN;1;1;1.00;1.00;9;30;20;4
1063;SUPORTE B562MCA;31082042;5;14;Acabado;PO Taubate;Terceiros;1;UN;1;1;1.00;1.00;6;30;20;10
1064;MOLDURA B562MCA - pintada;31082043;5;14;Acabado;PO Taubate;Terceiros;1;UN;1;1;1.00;1.00;15;35;25;10
1065;GRADE E COBER B562MCA;31082044;5;14;Acabado;PO Taubate;Terceiros;1;UN;1;1;1.00;1.00;7;30;20;15
1066;SUPORTE B562MCA LD/LE;31082045;5;14;Acabado;PO Taubate;Terceiros;1;UN;1;1;1.00;1.00;3;25;15;14
1067;SUPORTE B562MCA LD/LE;31082046;5;14;Acabado;PO Taubate;Terceiros;1;UN;1;1;1.00;1.00;12;30;20;9
1068;SUPORTE B562;31082047;5;14;Acabado;PO Taubate;Terceiros;1;UN;1;1;1.00;1.00;7;30;20;11
1069;DEFLETOR B562MCA;31082048;5;14;Acabado;PO Taubate;Terceiros;1;UN;1;1;1.00;1.00;12;30;20;7
1070;GRADE RADIADO B515;31082049;5;14;Acabado;PO Taubate;Terceiros;1;UN;1;1;1.00;1.00;14;35;25;9
1071;SUPORTE  B562;31082050;5;14;Acabado;PO Taubate;Terceiros;1;UN;1;1;1.00;1.00;5;25;15;15
1072;MOLDURA B515MCA LE/LD;31082051;5;14;Acabado;PO Taubate;Terceiros;1;UN;1;1;1.00;1.00;5;25;15;14
339;CAIXA PAPELaO 600X400X210MM 1 UN;31081635;6;12;Embalagem;PO Taubate;Terceiros;1;UN;1;1;3.00;7.67;9;30;20;5
340;CAIXA PAPELAO 1000X600X300MM;31081636;6;12;Embalagem;PO Taubate;Terceiros;1;UN;1;1;11.00;16.93;4;25;15;5
353;RACK SACOLINHA P.O 1 UN;31081638;6;12;Embalagem;PO Taubate;Terceiros;1;UN;1;1;1.00;1.00;5;25;15;2
596;PP+EPDM TD10 Y159 – C11306;31081801;1;14;Materia Prima;PO Taubate;Terceiros;1;KG;1;1;6.00;9.50;3;25;15;6
702;TF0811 SU PR014 FXT;31081859;1;11;Materia Prima;PO Taubate;Terceiros;1;KG;1;1;1.00;13.87;6;30;20;2
706;PPTD10 SR 571;31081862;1;1;Materia Prima;PO Taubate;Terceiros;1;KG;1;1;10.00;11.92;13;30;20;2
755;RACK LC F3 GRADE SUP;31081900;6;12;Embalagem;PO Taubate;Terceiros;1;UN;1;1;1.00;1.00;5;25;15;7
775;PA66 BV A300IM4 PRETO;31081916;1;14;Materia Prima;PO Taubate;Terceiros;1;KG;1;1;4.00;49.20;8;30;20;5
776;PAX045 PR001;31081917;1;14;Materia Prima;PO Taubate;Terceiros;1;KG;1;1;1.00;1.00;3;25;15;8
1479;FOG LAMP COVER RH;31082274;5;21;Acabado;PO Taubate;Terceiros;1;UN;0.05;0.05;100.00;120.00;14;35;25;7
1560;FORTEPRENE TPE 7105 A65BO;31082355;12;16;Materia Prima;POLYACS;Terceiros;1;KG;1000;1000;180.00;216.00;5;25;15;6
1595;FORTIPRENE TPV 6406/A90B200;31082390;1;14;Materia Prima;COMPOSTOS DO BRASIL;Terceiros;1;KG;1;1;180.00;216.00;12;30;20;13
1445;FUEL FILTRER PLASTIC BRACKET;31082240;13;22;Acabado;GOOD MOLD;Terceiros;1;UN;500;501;180.00;216.00;4;25;15;8
1429;FUEL FILTRER PLASTIC BRACKET;31082225;5;3;Acabado;PO Piraquara;Terceiros;1;UN;0.024;0.024;180.00;216.00;13;30;20;12
1500;GABINETE FAC38 MP2550 3350 MPC2030 2050 2550;31082295;7;17;Acabado;PO SOROCABA;Terceiros;1;UN;30;30;300.00;360.00;5;25;15;5
1554;GOMINI;31082349;5;14;Acabado;GIVI;Terceiros;1;UN;0.015;0.015;50.00;60.00;5;25;15;4
1481;GRILL COVER LOWER LH;31082276;5;21;Acabado;PO Taubate;Terceiros;1;UN;0.07;1.07;200.00;240.00;11;30;20;8
1482;GRILL COVER LOWER RH;31082277;5;21;Acabado;PO Taubate;Terceiros;1;UN;0.07;0.07;200.00;240.00;9;30;20;5
1483;GRILL COVER UPPER LH;31082278;5;21;Acabado;PO Taubate;Terceiros;1;UN;0.07;1.07;200.00;240.00;14;35;25;2
1484;GRILL COVER UPPER RH;31082279;5;21;Acabado;PO Taubate;Terceiros;1;UN;0.07;0.07;200.00;240.00;8;30;20;14
1467;HIFAX XM2U16B 157003;31082262;1;14;Materia Prima;BASELL;Terceiros;1;UN;1;1;80.00;96.00;8;30;20;8
1534;HOUSING SIGMA;31082329;5;14;Acabado;RRA;Terceiros;1;UN;0.105;0.105;160.00;192.00;5;25;15;13
1497;IMPRESSORA MONOCROMATICA EPSON M5799;31082292;7;17;Acabado;POLYFAST;Terceiros;1;UN;50;50;1800.00;2160.00;9;30;20;5
1499;IMPRESSORA MULTIFUNCIONAL COLORIDA RICOH C2051;31082294;7;17;Acabado;POLYFAST;Terceiros;1;UN;50;50;2500.00;3000.00;4;25;15;12
1498;IMPRESSORA MULTIFUNCIONAL EPSON COLOR C5790;31082293;7;17;Acabado;POLYFAST;Terceiros;1;UN;50;50;3500.00;4200.00;4;25;15;13
1578;Injetora Battenfelt HM 210/1000 -;31082373;16;24;Acabado;POLYFAST;Terceiros;1;UN;1200;1200;90.00;108.00;14;35;25;7
583;INSERTO ROCAM;31081795;1;14;Materia Prima;RRA;Terceiros;1;UN;1;1;70.00;84.00;4;25;15;10
1562;LIMITADOR (CORDINE);31082357;13;19;Acabado;GIVI;Terceiros;1;UN;124;124;12.00;14.40;4;25;15;2
1563;LIMITADOR DE ABERTURA;31082358;5;14;Acabado;GIVI;Terceiros;1;UN;0.046;0.046;15.00;18.00;6;30;20;10
1526;LIQUID TRAP ACABADO;31082321;5;22;Acabado;KAUTEX;Terceiros;1;GR;0.116;0.116;25.00;30.00;12;30;20;4
1450;LIQUID TRAP SEMI ACABADO SOLDA;31082245;4;22;Semi Acabado;KAUTEX;Terceiros;1;UN;0.116;0.116;20.00;24.00;9;30;20;10
1509;MAQ INJETORA PAVAN ZANETI TEDERI 140 TON - Serie 2264/2009;31082304;16;24;Acabado;PAVA ZANETI TEDERI;Terceiros;1;un;500;500;3800.00;4560.00;13;30;20;5
1510;MAQ INJETORA PAVAN ZANETI TEDERI 188 TON - Serie 3A204/2008;31082305;16;24;Acabado;PAVA ZANETI TEDERI;Terceiros;1;un;500;500;10000.00;12000.00;6;30;20;4
1579;Maquina Injetora Engel 350 TONS;31082374;16;24;Acabado;ENGEL;Terceiros;1;UN;500;500;25000.00;30000.00;8;30;20;9
1462;MASTER RENOL CINZA AB73601086;31082257;1;14;Materia Prima;AVIENT;Terceiros;1;KG;1;1;65.00;78.00;11;30;20;4
1553;MLD DO BOTAO LIMIT;31082348;13;19;Acabado;GIVI DO BRASIL;Terceiros;1;UN;450;450;36.00;43.20;5;25;15;4
1552;MLD DO GOMINI;31082347;13;19;Acabado;GIVI DO BRASIL;Terceiros;1;UN;450;450;36.00;43.20;6;30;20;11
1439;NOZZLE GUIDE MQBA0;31082234;13;22;Acabado;GOOD MOLD;Terceiros;1;UN;500;501;56.00;67.20;8;30;20;11
1416;NOZZLE GUIDE MQBA0;31082212;5;22;Acabado;PO Piraquara;Terceiros;1;UN;0.089;0.089;56.00;67.20;11;30;20;2
1569;PA 66 FV 15 PRETO;31082364;1;22;Materia Prima;POLYFAST;Terceiros;1;KG;1;1;17.00;20.40;14;35;25;5
1605;PA 66 FV 15 PRETO PTN3215BK;31082399;1;22;Materia Prima;THERMOBLEND;Terceiros;1;KG;1;1;17.00;20.40;7;30;20;2
1464;PA 66 FV 30 PRETO - PTN323IBK;31082259;1;22;Materia Prima;THERMOBLEND;Terceiros;1;KG;1000;1000;17.00;20.40;4;25;15;8
1435;PA6   FV30 PRETO PT 808;31082230;1;14;Materia Prima;ADVANCED;Terceiros;1;KG;1;1;17.00;20.40;14;35;25;7
1434;PA6 FV30  CINZA PT669;31082229;1;14;Materia Prima;ADVANCED;Terceiros;1;KG;1;1;17.00;20.40;4;25;15;12
1570;PA66  FV15 PRETO;31082365;1;14;Materia Prima;ADVANCED;Terceiros;1;KG;1;1;12.00;14.40;13;30;20;7
1520;PARAFUSO MPG  FX MP 5 x 16.6 AC FZ02 FILTER BRACKET SC24;31082315;1;14;Materia Prima;Entec;Terceiros;1;UN;0.008;0.208;0.76;0.91;15;35;25;6
1489;PDC SUPPORT LOWER LH;31082284;5;21;Acabado;PO Taubate;Terceiros;1;UN;0.0066;0.0099;0.50;0.60;14;35;25;5
20;PA66 FV30 PRETO;31081529;1;9;Materia Prima;POLIBALBINO;Terceiros;1;KG;1;1;12.00;12.50;11;30;20;12
856;PEAD SP BLOW MOLDING 27673;31081954;1;9;Materia Prima;POLIBALBINO;Terceiros;1;KG;1;1;6.00;17.75;10;30;20;4
1490;PDC SUPPORT LOWER RH;31082285;5;21;Acabado;PO Taubate;Terceiros;1;UN;0.0068;0.0101;0.50;0.60;15;35;25;4
330;ETIQUETA DE PROCESSO;31081633;7;7;Acabado;POLYACS;Terceiros;1;UN;1;1;1.00;1.00;5;25;15;15
420;SUPORTE CANISTER;31081680;13;19;Acabado;POLYACS;Terceiros;1;UN;344;345;1.00;1.00;4;25;15;6
429;MARCO PLASTICO LUZ CENTRAL TRASEIRA VW;31081689;13;19;Acabado;POLYACS;Terceiros;1;UN;271;272;1.00;1.00;7;30;20;3
1165;ENVELOPE SACO BRANCO 2500 176X250 29.0162-4(10EN);31082110;8;16;Acabado;POLYACS;Terceiros;1;UN;1;2;2.00;6.80;6;30;20;12
1389;DISPOSITIVO CONTROLE BAFFLE GSB CF7330694AA;31082199;13;27;Acabado;POLYACS;Terceiros;1;UN;1;1;21123.00;31859.87;15;35;25;14
1491;PDC SUPPORT UPPER LH;31082286;5;21;Acabado;PO Taubate;Terceiros;1;UN;0.0055;0.0088;0.50;0.60;12;30;20;11
1492;PDC SUPPORT UPPER RH;31082287;5;21;Acabado;PO Taubate;Terceiros;1;UN;0.0059;0.0092;0.50;0.60;3;25;15;8
3;PA6 JET BLACK GM;31081512;1;4;Materia Prima;POLYACS;Terceiros;1;KG;1;1;6.00;23.79;3;25;15;14
4;PA6 BV CINZA GM;31081513;1;4;Materia Prima;POLYACS;Terceiros;1;KG;1;1;12.00;26.50;7;30;20;7
7;PA6 FV30  CINZA PT669;31081516;1;7;Materia Prima;POLYACS;Terceiros;1;KG;1;1;24.00;31.80;10;30;20;2
8;PA6 FV30 PRETO PT808;31081517;1;7;Materia Prima;POLYACS;Terceiros;1;KG;1;1;1.00;27.80;12;30;20;12
10;POM NATURAL;31081519;1;3;Materia Prima;POLYACS;Terceiros;1;KG;1;1;15.00;21.25;11;30;20;12
12;ABS F17 NATURAL;31081521;1;11;Materia Prima;POLYACS;Terceiros;1;KG;1;1;19.00;25.00;8;30;20;15
17;PA66 FV30 PRETO;31081526;1;3;Materia Prima;POLYACS;Terceiros;1;KG;1;1;9.00;21.50;15;35;25;2
22;PA66 FV30 PRETO RESISTENTE A HIDROLESE;31081531;1;5;Materia Prima;POLYACS;Terceiros;1;KG;1;1;11.00;14.40;5;25;15;14
47;MASTERBATCH PE PRETO;31081550;1;3;Materia Prima;POLYACS;Terceiros;1;KG;1;1;22.00;26.00;14;35;25;5
391;PA66 FV20 PRETO;31081663;1;5;Materia Prima;POLYACS;Terceiros;1;KG;1;1;5.00;17.05;13;30;20;14
399;POM PRETO;31081668;1;1;Materia Prima;POLYACS;Terceiros;1;KG;1;1;19.00;21.25;6;30;20;11
704;POM NATURAL KP20;31081860;1;1;Materia Prima;POLYACS;Terceiros;1;KG;1;1;6.00;20.50;9;30;20;7
851;POM CINZA;31081953;1;14;Materia Prima;POLYACS;Terceiros;1;KG;1;1;1.00;1.00;4;25;15;13
912;PP MASCARA  - BEGE;31081973;1;14;Materia Prima;POLYACS;Terceiros;1;KG;1;1;1.00;1.00;14;35;25;11
1299;PA 66BV A 300 PRETO;31082142;1;3;Materia Prima;POLYACS;Terceiros;1;KG;1000;1000;5.00;24.10;6;30;20;13
1143;POM CELCON M90;31082099;1;14;Materia Prima;Polycas;Terceiros;1;UN;1;1;18.00;24.80;10;30;20;3
416;TAMPA DO TELAIO X6H;31081677;13;19;Acabado;POLYFAST;Terceiros;1;UN;689;690;46856.00;110000.00;6;30;20;15
426;BRACKET  INJEcaO;31081686;13;19;Acabado;POLYFAST;Terceiros;1;UN;200;201;1.00;1.00;7;30;20;15
434;INJEcaO COM 1+1 CAVIDADES P/ BLANKING PIECE CP TEXTURIZADA;31081694;13;19;Acabado;POLYFAST;Terceiros;1;UN;1;2;1.00;1.00;3;25;15;2
1100;CONJUNTO REFORcO B562 MCA;31082074;5;14;Acabado;POLYFAST;Terceiros;1;UN;1;1;1.00;1.00;9;30;20;2
1101;COBERTURA B515MCA ( Tampa guincho );31082075;5;14;Acabado;POLYFAST;Terceiros;1;UN;1;1;1.00;1.00;5;25;15;2
1110;Pallet de madeira - 1200 x 1000 x 150 mm;31082082;6;14;Embalagem;POLYFAST;Terceiros;1;UN;1;1;37.00;38.00;13;30;20;8
1119;Filler PIPE BRACKET L7 -  c/2 Moldes  Injecao e sobre Injecao;31082088;13;3;Acabado;POLYFAST;Terceiros;1;UN;300;300;1.00;1.00;3;25;15;3
1131;PAQUIMETRO 150MM ASIMETO;31082093;5;14;Acabado;POLYFAST;Terceiros;1;UN;1;1;389.00;500.00;6;30;20;10
1132;PAQUIMETRO 150MM ASIMETO;31082094;5;14;Acabado;POLYFAST;Terceiros;1;UN;1;1;164.00;500.00;7;30;20;12
1287;DE INJEcaO PLASTIC SHIELD GM I700;31082139;13;19;Acabado;POLYFAST;Terceiros;1;UN;1000;1000;47591.00;518153.85;14;35;25;4
1321;Dispositivo de Controle Filter Bracket SC24;31082158;5;27;Acabado;POLYFAST;Terceiros;1;UN;15;15;229.00;10500.00;14;35;25;5
1322;Dispositivo de Controle Retaining Clip 3Way;31082159;5;27;Acabado;POLYFAST;Terceiros;1;UN;15;16;8578.00;9200.00;14;35;25;7
1323;Ativo Imob receb p/uso  no estabelecimento;31082160;16;24;Acabado;POLYFAST;Terceiros;1;UN;1;1;558.00;1000.00;9;30;20;9
1336;PARAFUSO MPG  FX MP 5 x 16.6 AC FZ02 FILTER BRACKET SC24;31082170;1;14;Materia Prima;POLYFAST;Terceiros;1;UN;0.008;0.208;0.12;0.25;12;30;20;10
1353;Servicos de Transportes. Fretes e Carretos;31082175;8;14;Acabado;POLYFAST;Terceiros;1;UN;1;1;721.00;2500.00;15;35;25;11
1358;FRETES E TRANSP;31082180;7;14;Acabado;POLYFAST;Terceiros;1;UN;1;1;1.00;1.00;7;30;20;15
1369;SPRING SLIDING COVER FIAT X6H (Mola);31082182;1;14;Materia Prima;POLYFAST;Terceiros;1;UN;1;1;0.16;0.31;10;30;20;14
1561;PEBAX 7033 ARKEMA NATURAL;31082356;12;16;Materia Prima;POLYACS;Terceiros;1;KG;1000;1000;13.00;15.60;15;35;25;4
1564;PIGMENTO PT-2032;31082359;12;16;Materia Prima;POLYACS;Terceiros;1;kg;1000;1000;26.00;31.20;3;25;15;15
1558;PIGMENTO VE-3314499;31082353;12;16;Materia Prima;NOVA COR;Terceiros;1;KG;1000;1000;26.00;31.20;3;25;15;15
1423;PLASTIC NOZZLE GUIDE HJF W / STOP;31082219;5;14;Acabado;PRK;Terceiros;1;PC;0.05;0.05;65.00;78.00;5;25;15;10
1441;PLASTIC NOZZLE GUIDE L7 ORVR BR;31082236;13;22;Acabado;GOOD MOLD;Terceiros;1;UN;500;501;65.00;78.00;9;30;20;9
1422;PLASTIC NOZZLE GUIDE L7 ORVR BR W/ STOP;31082218;5;14;Acabado;PRK;Terceiros;1;UN;0.0497;0.0497;65.00;78.00;3;25;15;9
1421;PLASTIC NOZZLE GUIDE L7 ORVR BR WO / STOP;31082217;5;14;Acabado;PO Piraquara;Terceiros;1;UN;0.0497;0.0497;65.00;78.00;3;25;15;2
1559;POLIPROPILENO (EP200K) TONELADA;31082354;12;16;Materia Prima;POLYACS;Terceiros;1;KG;1000;1000;65.00;78.00;7;30;20;3
1585;POM KEPITAL;31082380;1;22;Materia Prima;POLYFAST;Terceiros;1;KG;1;1;32.00;38.40;8;30;20;8
1522;POM NATURAL KP20;31082317;1;1;Materia Prima;ENTEC;Terceiros;1;KG;1;1;32.00;38.40;5;25;15;12
1533;POM PRETO;31082328;1;2;Materia Prima;RECPOL;Terceiros;1;KG;1;1;32.00;38.40;13;30;20;10
1557;PP + EPDM TD20 PRETO;31082352;1;21;Materia Prima;FS POLLYMERS;Terceiros;1;KG;1;1;28.00;33.60;9;30;20;7
1458;PP Copolimero TF0813 Preto Duto de Ar;31082253;1;22;Materia Prima;CPE;Terceiros;1;kg;1;1;28.00;33.60;15;35;25;6
1493;PP EPDM BASELL HIFAX X2MU16 BLACK FXT;31082288;1;10;Materia Prima;BASELL;Terceiros;1;KG;1;1;28.00;33.60;11;30;20;3
1430;PP HOSTACOM TYC258 PBG14008;31082226;1;14;Materia Prima;BASSEL;Terceiros;1;UN;1;1;28.00;14.45;14;35;25;14
1600;PP HOSTACOM TYC258 PBG14008;31082394;1;14;Materia Prima;BIESTERFELD;Terceiros;1;UN;1;1;28.00;33.60;4;25;15;8
1437;PP T20 TYC258;31082232;1;14;Materia Prima;NICHIBRAS;Terceiros;1;KG;1;1;28.00;33.60;11;30;20;3
11;POM NATURAL KP20;31081520;1;14;Materia Prima;POLYFAST;Terceiros;1;KG;1;1;2.00;17.30;8;30;20;5
45;POCAN B 1305 PRETO;31081548;1;7;Materia Prima;POLYFAST;Terceiros;1;KG;1;1;42.00;49.73;5;25;15;10
405;HOSTAFORM EC140XF CD3068 PRETO;31081673;1;22;Materia Prima;POLYFAST;Terceiros;1;KG;1;1;10.00;80.63;3;25;15;10
414;POM CELCOM M90;31081676;1;6;Materia Prima;POLYFAST;Terceiros;1;KG;1;1;2.00;22.30;15;35;25;14
674;POM NATURAL KP30;31081842;1;6;Materia Prima;POLYFAST;Terceiros;1;KG;1;1;5.00;16.50;10;30;20;12
1448;PP+MD16 PRIMA SOLE;31082243;1;22;Materia Prima;PRIMA SOLE COMPONENTE AUTOMOTIVO;Terceiros;1;KG;1;1;28.00;33.60;3;25;15;7
1571;PPT 20 EF109AEB-P017;31082366;1;22;Materia Prima;PO;Terceiros;1;KG;1;1;28.00;33.60;7;30;20;15
628;SUPORTE BIG BAGS;31081817;6;12;Embalagem;PRIMA SOLE;Terceiros;1;UN;1;2;347.00;650.00;9;30;20;6
645;DISPOSITIVO DE MONTAGEM ASSY FILLER PIPE BRACKET L7 PSA;31081826;13;27;Acabado;PRIMA SOLE;Terceiros;1;UN;7;7;3460.00;4500.00;14;35;25;14
656;DISPOSITIVO DE CONTROLE P RELEASE MECHANISM;31081830;13;27;Acabado;PRIMA SOLE;Terceiros;1;UN;1;2;17641.00;32000.00;9;30;20;5
662;REAR WHEELARCH UP CROSS;31081836;13;19;Acabado;PRIMA SOLE;Terceiros;1;UN;1;2;1.00;1.00;3;25;15;12
738;MaO PRESA GARN SUP VOLET;31081885;13;19;Acabado;PRIMA SOLE;Terceiros;1;UN;1;2;28972.00;30000.00;8;30;20;5
1488;REAR SUPPORT BRACKET LH;31082283;5;21;Acabado;PO Taubate;Terceiros;1;UN;3;3;65.00;78.00;10;30;20;6
1487;REAR SUPPORT BRACKET RH;31082282;5;21;Acabado;PO Taubate;Terceiros;1;UN;3;3;65.00;78.00;4;25;15;4
1538;Residuo de Oleo Indusrial;31082333;10;16;Acabado;PRK;Terceiros;1;Litro;1;1;65.00;78.00;8;30;20;15
1459;RETAINNING CLIP LEVELING TUBE HMC GSR;31082254;5;22;Acabado;POAI SOROCABA;Terceiros;1;UN;0.0087;0.0087;12.00;14.40;6;30;20;13
1460;ROBO INDUSTRIAL ES-1200IIT-2200 COM VALV.ADIC.;31082255;14;24;Acabado;POLYFAST;Terceiros;1;UN;600;600;2000.00;2400.00;7;30;20;7
1594;SACO PLASTICO 190x250;31082389;6;12;Embalagem;TARZIA;Terceiros;1;UN;1;1;30.00;36.00;10;30;20;3
1463;SANTOPRENE 121-73W175;31082258;1;16;Materia Prima;CELANESE;Terceiros;1;KG;1;2;35.00;42.00;15;35;25;7
