Produto_numero;Nome;Codigo;Familia_numero;Linha_numero;Grupo;Fabricante;Fabricado_por;Conteudo_unidade;Unidade_medida;Peso_liquido;Peso_bruto;Preco_compra;Preco_venda;Estoque_minimo;Estoque_maximo;Estoque_ideal;Tempo_reposicao
218;SACO MANTA EPE 220X370X1MM;31081613;6;12;Embalagem;MAXIMUS;Terceiros;1;UN;1;1;0.18;0.36;12;30;20;5
984;Bolha dupla com fita hot melt de fechamento 1200 x 450 mm;31082015;6;14;Embalagem;MAXIMUS;Terceiros;1;UN;1;1;1.00;2.85;4;25;15;8
985;Bolha dupla com fita hot melt de fechamento 1500 x 600 mm;31082016;6;14;Embalagem;MAXIMUS;Terceiros;1;UN;1;1;4.00;4.45;8;30;20;14
986;Bolha dupla com fita hot melt de fechamento 1800 x 250mm;31082017;6;14;Embalagem;MAXIMUS;Terceiros;1;UN;1;1;2.00;2.54;5;25;15;4
987;Bolha dupla com fita hot melt de fechamento 1600 x 600 mm;31082018;6;14;Embalagem;MAXIMUS;Terceiros;1;UN;1;1;4.00;4.80;5;25;15;15
988;Bolha dupla com fita hot melt de fechamento 400 x 250 mm;31082019;6;14;Embalagem;MAXIMUS;Terceiros;1;UN;1;1;0.28;0.56;12;30;20;12
989;Bolha dupla com fita hot melt de fechamento 550 x 500 mm;31082020;6;14;Embalagem;MAXIMUS;Terceiros;1;UN;1;1;1.00;1.45;13;30;20;13
990;Bolha dupla com fita hot melt de fechamento 2000 x 500 mm;31082021;6;14;Embalagem;MAXIMUS;Terceiros;1;UN;1;1;3.00;5.10;12;30;20;6
991;Bolha dupla com fita hot melt de fechamento - 300 x 200 mm;31082022;6;14;Embalagem;MAXIMUS;Terceiros;1;UN;1;1;0.32;0.65;3;25;15;11
992;Bolha dupla com fita hot melt de fechamento - 400 x 200 mm;31082023;6;14;Embalagem;MAXIMUS;Terceiros;1;UN;1;1;0.42;0.84;3;25;15;13
993;Bolha dupla com fita hot melt de fechamento - 1100 x 400 mm;31082024;6;14;Embalagem;MAXIMUS;Terceiros;1;UN;1;1;2.00;2.40;14;35;25;15
994;Bolha dupla com fita hot melt de fechamento - 200 x 200 mm;31082025;6;14;Embalagem;MAXIMUS;Terceiros;1;UN;1;1;0.22;0.43;6;30;20;8
995;Bolha dupla com fita hot melt de fechamento - 520 x 220 mm;31082026;6;14;Embalagem;MAXIMUS;Terceiros;1;UN;1;1;0.16;0.32;3;25;15;9
996;Saco bolha - 1100 x 420 mm;31082027;6;14;Embalagem;MAXIMUS;Terceiros;1;UN;1;1;2.00;2.15;15;35;25;2
998;Saco bolha - 200 x 200 mm;31082029;6;14;Embalagem;MAXIMUS;Terceiros;1;UN;1;1;0.10;0.20;10;30;20;3
999;Saco Isomanta - 1200 x 450mm;31082030;6;14;Embalagem;MAXIMUS;Terceiros;1;UN;1;1;2.00;2.70;14;35;25;14
1388;Bolha dupla com fita hot melt de fechamento - 1800x250 mm;31082198;6;14;Materia Prima;Maximus;Terceiros;1;UN;1;1;2.00;2.54;13;30;20;10
1447;DISPOSITIVO DA FACA DE CORTE ESPUMA X67;31082242;13;27;Acabado;POLYFAST;Terceiros;1;UN;1;1;15.00;18.00;3;25;15;14
1334;PA 66 FV 30 PRETO;31082168;1;14;Materia Prima;MEGA PLAST;Terceiros;1;KG;1000;1000;2.00;14.92;15;35;25;15
18;PA66 FV30 PRETO;31081527;1;9;Materia Prima;MEGPLAST;Terceiros;1;KG;1;1;8.00;12.50;6;30;20;8
804;Cabecote Micrometrico;31081927;16;18;Acabado;MICROMILE;Terceiros;1;UN;1;1;207.00;1100.00;7;30;20;2
535;TAMPA DO REBOQUE UP CROSS VW;31081753;13;19;Acabado;MICROMILE;Terceiros;1;UN;441;442;1.00;1.00;14;35;25;3
536;TAMPA TRASEIRA SAVEIRO VW;31081754;13;19;Acabado;MICROMILE;Terceiros;1;UN;329;330;1.00;1.00;13;30;20;15
537; TAMPA DIANTEIRA SAVEIRO VW;31081755;13;19;Acabado;MICROMILE;Terceiros;1;UN;329;330;1.00;1.00;15;35;25;6
540;GRADE INF PCH-D-N-78 PSA;31081758;13;19;Acabado;MICROMILE;Terceiros;1;UN;3999;4000;4.00;7.00;5;25;15;6
541;BEZEL WITHOUT FOG;31081759;13;19;Acabado;MICROMILE;Terceiros;1;UN;399;400;1.00;1.00;13;30;20;8
542; FRONT END COVER;31081760;13;19;Acabado;MICROMILE;Terceiros;1;UN;1;2;1.00;1.00;12;30;20;15
29;PP TD40 PRETO 808 Tecnolen 21.140.403.0;31081536;1;2;Materia Prima;MITSUI;Terceiros;1;KG;1;1;2.00;8.84;6;30;20;15
32;PP TD40 CINZA 669 Tecnolen 21.140.354.0;31081539;1;2;Materia Prima;MITSUI;Terceiros;1;KG;1;1;6.00;9.02;9;30;20;12
240;PP TD20 MARBLE;31081627;1;1;Materia Prima;MITSUI;Terceiros;1;KG;1;1;1.00;8.61;12;30;20;11
241;PP TD20 CINZA LINEN 21.120.522.1;31081628;1;1;Materia Prima;MITSUI;Terceiros;1;KG;1;1;1.00;12.58;12;30;20;13
51;PA6 JET BLACK GM;31081554;3;4;Materia Prima;MOIDO;Terceiros;1;KG;1;1;1.00;1.00;13;30;20;13
52;PA6 BV CINZA GM;31081555;3;4;Materia Prima;MOIDO;Terceiros;1;KG;1;1;1.00;1.00;4;25;15;5
53;PA6 FV30  CINZA PT669;31081556;3;1;Materia Prima;MOIDO;Terceiros;1;KG;1;1;1.00;1.00;5;25;15;14
54;PA6 FV30 PRETO PT808;31081557;3;7;Materia Prima;MOIDO;Terceiros;1;KG;1;1;1.00;1.00;10;30;20;8
56;ABS F17 NATURAL;31081558;3;11;Materia Prima;MOIDO;Terceiros;1;KG;1;1;1.00;1.00;5;25;15;12
58;PP TD20 6415 RT101;31081559;3;1;Materia Prima;MOIDO;Terceiros;1;KG;1;1;1.00;1.00;5;25;15;3
59;PA66 FV20 PRETO;31081560;3;5;Materia Prima;MOIDO;Terceiros;1;KG;1;1;1.00;1.00;15;35;25;10
60;PA66 FV30 PRETO;31081561;3;3;Materia Prima;MOIDO;Terceiros;1;KG;1;1;4.00;7.00;8;30;20;3
61;PEAD HS4506 NATURAL;31081562;3;14;Materia Prima;MOIDO;Terceiros;1;KG;1;1;1.00;1.00;5;25;15;14
62;ABS+PC XCY630 BLACK 1005;31081563;3;14;Materia Prima;MOIDO;Terceiros;1;KG;1;1;1.00;1.00;4;25;15;3
63;PP TD20 CINZA LINEN 21.120.522.1;31081564;3;1;Materia Prima;MOIDO;Terceiros;1;KG;1;1;1.00;1.00;12;30;20;6
64;PP TD20 PRETO EBONY;31081565;3;1;Materia Prima;MOIDO;Terceiros;1;KG;1;1;3.00;6.00;4;25;15;3
65;PP TD40 PRETO 808 Tecnolen 21.140.403.0;31081566;3;2;Materia Prima;MOIDO;Terceiros;1;KG;1;1;1.00;1.00;13;30;20;14
66;PP TD40 CINZA 669 Tecnolen 21.140.354.0;31081567;3;2;Materia Prima;MOIDO;Terceiros;1;KG;1;1;1.00;1.00;13;30;20;11
67;PP TD10 HX CB11160G PRETO;31081568;3;11;Materia Prima;MOIDO;Terceiros;1;KG;1;1;1.00;1.00;6;30;20;11
68;PP TD10 XM1T06B C11323;31081569;3;1;Materia Prima;MOIDO;Terceiros;1;KG;1;1;1.00;1.00;6;30;20;3
69;PPT10 Y054 preto;31081570;3;1;Materia Prima;MOIDO;Terceiros;1;KG;1;1;6.00;7.30;14;35;25;2
70;POCAN B 1305 PRETO;31081571;3;7;Materia Prima;MOIDO;Terceiros;1;KG;1;1;1.00;1.00;11;30;20;3
221;PP TD20 EKC2033NB SCDS CINZA TERRA;31081615;3;14;Materia Prima;MOIDO;Terceiros;1;KG;1;1;1.00;1.00;12;30;20;3
587;POM CINZA;31081797;1;2;Materia Prima;MOIDO;Terceiros;1;KG;1;1;1.00;1.00;15;35;25;12
591;PA66 FV30 PRETO - RRA;31081800;1;5;Materia Prima;MOIDO;Terceiros;1;KG;1;1;1.00;1.00;15;35;25;6
676;PP 20% Talco Hifax XM2U16;31081843;3;3;Materia Prima;MOIDO;Terceiros;1;KG;1;1;4.00;6.00;14;35;25;5
687;MP 086014 RESINA PA66 086014HEL (NATURAL);31081848;3;25;Materia Prima;MOIDO;Terceiros;1;KG;1;1;8.00;8.00;7;30;20;6
688;MP 086014 RESINA PA66 086014HEL + MASTER;31081849;3;25;Materia Prima;MOIDO;Terceiros;1;KG;1;1;1.00;1.00;15;35;25;4
689;MP ITPM005010 RESINA PA66 00501HEL (grafite);31081850;3;25;Materia Prima;MOIDO;Terceiros;1;KG;1;1;1.00;1.00;6;30;20;9
786;POLIESTIRENO MEDIO IMPACTO BR;31081920;1;25;Materia Prima;MOIDO;Terceiros;1;KG;1;1;1.00;1.00;12;30;20;15
821;ABS HF380 UV - BR0656;31081937;1;25;Materia Prima;MOIDO;Terceiros;1;KG;1;1;1.00;1.00;14;35;25;13
845;ABS HF380 UV - MF0759;31081949;1;25;Materia Prima;MOIDO;Terceiros;1;KG;1;1;1.00;1.00;9;30;20;6
862;ABS HF380 UV - MF0759;31081960;1;25;Materia Prima;MOIDO;Terceiros;1;KG;1;1;1.00;1.00;12;30;20;3
863;ABS HF380 UV - GR0015;31081961;1;25;Materia Prima;MOIDO;Terceiros;1;KG;1;1;1.00;1.00;12;30;20;15
872;MT M81902301432 (RESINA PLASTICA PA66  GF30 15T NATURAL);31081964;1;25;Materia Prima;MOIDO;Terceiros;1;KG;1;1;1.00;1.00;9;30;20;5
445;BUCHA DA TRAVA DA HASTE SMP;31081705;13;19;Acabado;MOIDO;Terceiros;1;UN;89;90;1.00;1.00;4;25;15;4
1114;DISPOSITIVO DE CONTROLE FILLER CUP HHA;31082085;13;27;Acabado;AMTECH;Terceiros;1;UN;15;15;48.00;57.60;7;30;20;8
1115;DISPOSITIVO DE CONTROLE FILLER CUP HJD;31082086;13;27;Acabado;AMTECH;Terceiros;1;UN;15;15;48.00;57.60;3;25;15;9
850;CILINDRO P-20 Classe 2.1 ONU 1075 -GE;31081952;9;14;Acabado;MTESLA;Terceiros;1;UN;1;2;864.00;1600.00;5;25;15;12
598;PROTETIVO;31081802;5;14;Acabado;MULTIMOLD;Terceiros;1;UN;1;1;21.00;34.98;8;30;20;14
447;LID TAIL GATE;31081707;13;19;Acabado;MULTIMOLD;Terceiros;1;UN;399;400;1.00;1.00;5;25;15;9
932;FILLER CUP HHA M0 L7 BRAZIL;31081979;13;19;Acabado;NACIONAL;Terceiros;1;UN;756;756;1.00;1.00;9;30;20;10
955;FILLER CUP HJD M0 L7 BRAZIL;31081987;13;19;Acabado;NACIONAL;Terceiros;1;UN;840;840;234533.00;324588.16;15;35;25;2
956;FILLER CUP U79 M0 L7 BRAZIL;31081988;13;19;Acabado;NACIONAL;Terceiros;1;UN;760;760;147422.00;256253.81;11;30;20;8
614;MOTHER BOARD GIGABYTE H310M-M.2 DDR4 8 GER HDMI;31081807;7;15;Acabado;NEXT INFORMATICA;Terceiros;1;UN;1;1;52.00;555.00;3;25;15;13
615;PROCESSADOR INTEL PENTIUM G5420 3.8GHZ LGA1151;31081808;7;15;Acabado;NEXT INFORMATICA;Terceiros;1;UN;1;1;478.00;495.00;6;30;20;2
616;MEMORIA DESK 8GB DDR4 2666MHZ WIN MEMORY;31081809;7;15;Acabado;NEXT INFORMATICA;Terceiros;1;UN;1;1;60.00;259.00;12;30;20;12
617;"SSD 240GB 2.5"" CRUCIAL BX500 CT240BX500SSD1";31081810;7;15;Acabado;NEXT INFORMATICA;Terceiros;1;UN;1;1;94.00;280.00;11;30;20;5
618;GABINETE KMEX GX-18E0 2 BAIAS ATX FONTE PX300;31081811;7;15;Acabado;NEXT INFORMATICA;Terceiros;1;UN;1;1;97.00;194.00;9;30;20;7
450;TORRE DA SOLEIRA;31081710;13;19;Acabado;NEXT INFORMATICA;Terceiros;1;UN;249;250;1.00;1.00;15;35;25;14
451;PADDING SOLEIRA;31081711;13;19;Acabado;NEXT INFORMATICA;Terceiros;1;UN;299;300;1.00;1.00;7;30;20;10
452;TELAIO X6H;31081712;13;19;Acabado;NEXT INFORMATICA;Terceiros;1;UN;4662;4663;1.00;1.00;12;30;20;9
453;MOLDURA DO ESPELHO X6H;31081713;13;19;Acabado;NEXT INFORMATICA;Terceiros;1;UN;689;690;1.00;1.00;8;30;20;5
454;PINO X6H;31081714;13;19;Acabado;NEXT INFORMATICA;Terceiros;1;UN;359;360;1.00;1.00;8;30;20;14
404;ESPUMA B52 E L52;31081672;5;22;Materia Prima;NICHIBRAS;Terceiros;1;UN;1;1;1.00;1.73;15;35;25;8
903;ESPUMA U79 (ØE 121 x 3mm)  7331102AA;31081970;1;22;Materia Prima;NICHIBRAS;Terceiros;1;UN;1;1;1.00;1.73;6;30;20;5
904;ESPUMA HHA (ØE 128 x 3mm)  7331100AA;31081971;1;22;Materia Prima;NICHIBRAS;Terceiros;1;UN;1;1;1.00;2.30;3;25;15;13
905;ESPUMA HJD (ØE 197 x 3mm)  7331101AA;31081972;1;22;Materia Prima;NICHIBRAS;Terceiros;1;UN;1;1;1.00;3.43;10;30;20;9
1104;24720-4 / NB 56156;31082076;1;14;Materia Prima;NICHIBRAS;Terceiros;1;UN;1;1;0.20;0.40;7;30;20;3
1105;25143-14 / NB 56298;31082077;1;14;Materia Prima;NICHIBRAS;Terceiros;1;UN;1;1;6.00;9.41;14;35;25;11
1106;25144-14 / NB 56300;31082078;1;14;Materia Prima;NICHIBRAS;Terceiros;1;UN;1;1;15.00;23.31;12;30;20;11
1107;24721-7 / NB 56157;31082079;1;14;Materia Prima;NICHIBRAS;Terceiros;1;UN;1;1;0.42;0.84;12;30;20;6
1108;21690-7 / NB 56158;31082080;1;14;Materia Prima;NICHIBRAS;Terceiros;1;UN;1;1;0.39;0.77;3;25;15;10
1109;26469-14 / NB 56299;31082081;1;14;Materia Prima;NICHIBRAS;Terceiros;1;UN;1;1;7.00;9.41;6;30;20;7
1327;ESPUMA FILLER CUP HJF;31082164;6;16;Materia Prima;Nichibras;Terceiros;1;UN;0.004;0.004;1.00;1.59;9;30;20;13
1344;DISPOSITIVO DE CONTROLE ESPUMA FILLER CUP HJF;31082173;13;27;Acabado;NICHIBRAS;Terceiros;1;UN;10;11;2317.00;3500.00;11;30;20;6
401;CAIXA KLT DESMONTAVEL;31081670;6;14;Embalagem;NICHIBRAS;Terceiros;1;UN;1;1;1.00;1.00;15;35;25;10
425;ASSY NIPPLE PILZ UMBRELLA (CACHIMBINHO);31081685;13;19;Acabado;NICHIBRAS;Terceiros;1;UN;533;534;1.00;1.00;4;25;15;14
433;BLAKING PIECE CG/ CR/ CS - LH/RH SCANIA;31081693;13;19;Acabado;NICHIBRAS;Terceiros;1;UN;869;870;1.00;1.00;5;25;15;3
1279;PRIME P-8225A;31082137;5;14;Acabado;NICHIBRAS;Terceiros;1;UN;1;1;40.00;131.34;12;30;20;15
1116;DISPOSITIVO DE CONTROLE FILLER CUP U79;31082087;13;27;Acabado;AMTECH;Terceiros;1;UN;15;15;48.00;57.60;12;30;20;10
1549;DISPOSITIVO DE CONTROLE P/ BLANKING PIECE CP;31082344;13;27;Acabado;PIRAMIDAL;Terceiros;1;UN;1;2;39.00;46.80;4;25;15;7
2;PP FV 10 Cinza;31081511;1;1;Materia Prima;NOVA COR;Terceiros;1;KG;1;1;18.00;32.40;9;30;20;7
1092;RESINA PPM G004 NC - PP40 FV - HONDA;31082071;1;14;Materia Prima;NOVA COR;Terceiros;1;UN;1;1;10.00;31.10;10;30;20;8
1120;SUPORTE METALICO GOL GP LD;31082089;1;14;Materia Prima;NSJC10;Terceiros;1;UN;1;1;5.00;5.74;3;25;15;5
1121;SUPORTE METALICO GOL GP LE;31082090;1;14;Materia Prima;NSJC10;Terceiros;1;UN;1;1;4.00;5.74;12;30;20;14
5;CAIXA PLASTICA PL15;31081514;6;12;Embalagem;POLYACS;Terceiros;1;UN;2;2;58.00;150.00;15;35;25;3
6;CAIXA GLT 20;31081515;6;12;Embalagem;POLYACS;Terceiros;1;UN;1;1;101.00;150.00;11;30;20;15
9;CAIXA AGRICOLA;31081518;6;12;Embalagem;POLYACS;Terceiros;1;UN;1;1;1.00;1.00;4;25;15;4
26;RACK SACOLINHA;31081534;6;12;Embalagem;PIRAMIDAL;Terceiros;1;UN;1;2;1.00;1.00;4;25;15;9
30;CAIXA PLASTICA KLT AMARELA;31081537;6;12;Embalagem;MITSUI;Terceiros;1;UN;1;2;29.00;46.00;13;30;20;2
31;CAIXA PLASTICA KLT AZUL;31081538;6;12;Embalagem;MITSUI;Terceiros;1;UN;1;2;1.00;1.00;11;30;20;7
768;CAIXA FLC 1210 CFJLB MOD 1050 CGE 102000529;31081909;6;12;Embalagem;LUMAPACK;Terceiros;1;UN;1;2;649.00;771.07;4;25;15;2
774;CAIXA PLASTICA PL15 BRACKET;31081915;6;3;Embalagem;LUMAPACK;Terceiros;1;UN;2;2;19.00;24.80;8;30;20;15
844;MATERIAL PARA USO-CONSUMO EM GERAL;31081948;8;16;Fiscal;TANBY;Terceiros;1;UN;1;1;1.00;1.00;15;35;25;4
1551;DISPOSITIVO DE CONTROLE P/ GUIDE PIN;31082346;13;27;Acabado;Vetherm;Terceiros;1;UN;1;2;39.00;46.80;12;30;20;14
1548;DISPOSITIVO DE CONTROLE P/ HANDLE TOOL BOX;31082343;13;27;Acabado;POLYACS;Terceiros;1;UN;1;2;39.00;46.80;6;30;20;9
1550;DISPOSITIVO DE CONTROLE P/ SLIDING SURFACE;31082345;13;27;Acabado;PIRAMIDAL;Terceiros;1;UN;1;2;45.00;54.00;6;30;20;7
1539;DISPOSITIVO DE CORTE AIRDAM CC24;31082334;5;27;Acabado;MTESLA;Terceiros;1;UN;200;200;55.00;66.00;13;30;20;7
1566;DISPOSITIVO DE MONTAGEM FILLER PIPE BRACKET MQB;31082361;13;27;Acabado;PRK;Terceiros;1;UN;20;21;80.00;96.00;12;30;20;11
691;DERLIN@ 500P NC010 - POM;31081852;1;1;Materia Prima;NZ;Terceiros;1;KG;1;1;20.00;31.75;4;25;15;2
701;POM CELCON M90;31081858;1;1;Materia Prima;NZ;Terceiros;1;KG;1;1;22.00;33.77;13;30;20;15
508;SUPORTE PDC LATERAL / CENTRAL AI51;31081728;13;19;Acabado;Oficina 3D;Terceiros;1;UN;299;300;1.00;1.00;5;25;15;4
543;GRADE INFERIOR CENTRAL S/FRISO;31081761;13;19;Acabado;Oficina 3D;Terceiros;1;UN;8485;8486;1.00;1.00;14;35;25;4
544;TAMPA SIGMA;31081762;13;19;Acabado;Oficina 3D;Terceiros;1;UN;999;1000;1.00;1.00;15;35;25;14
545;TUBO D'AGUA  WV;31081763;13;19;Acabado;Oficina 3D;Terceiros;1;UN;499;500;1.00;1.00;5;25;15;7
690;7321782AA-AA17-FILLER-PIPE-BRACKET-L7-BR_26012021;31081851;5;3;Acabado;Oficina 3D;Terceiros;1;UN;1;1;1.00;1029.06;9;30;20;8
825;Prototipo Assy Filler Cup L52;31081938;17;22;Acabado;Oficina 3D;Terceiros;1;PC;1;1;16.00;1070.35;4;25;15;10
826;Prototipo Assy Filler Cup B52;31081939;17;22;Acabado;Oficina 3D;Terceiros;1;PC;10;10;200.00;1070.35;14;35;25;4
1149;DISPOSITIVO DE RESFRIAMENTO FILLER CUP U79 M0 L7 BRAZIL;31082102;13;27;Acabado;MAXFER;Terceiros;1;UN;40;40;80.00;96.00;4;25;15;13
1584;Dispositivo de Solda por Vibracao - Liquid Trap TAOS;31082379;13;19;Acabado;Star Ultrasonica;Terceiros;1;UN;30;30;150.00;180.00;11;30;20;10
1453;DISPOSITIVO DE TESTE DE CONDUTIVIDADE NOZZLE GUIDE HJF;31082248;5;27;Acabado;MTESLA;Terceiros;1;UN;200;200;50.00;60.00;10;30;20;6
1111;Pallet de madeira - 1780 x 1230 x 150 mm;31082083;6;14;Embalagem;Ouro Pallet;Terceiros;1;UN;1;1;31.00;54.00;5;25;15;8
797;MICRO RETIFICA AT3170CT 70.000RPMPUMA;31081924;7;15;Acabado;PAVA ZANETI TEDERI;Terceiros;1;PC;1;2;430.00;978.24;3;25;15;3
805;DISPOSITIVO DE CONTROLE AA - TOY _230B_BRACKET_RH_SHEETA1;31081928;13;27;Acabado;PAVA ZANETI TEDERI;Terceiros;1;UN;1;2;7165.00;8997.75;8;30;20;14
1280;DISPOSITIVO DE TESTE DE ESTANQUEIDADE LIQUID TRAP;31082138;5;27;Acabado;STAR ULTRA SONICA;Terceiros;1;UN;200;200;52.00;62.40;11;30;20;15
1540;DISPOSITIVO OUTER STORAGE POCKET;31082335;13;27;Acabado;POLYFAST;Terceiros;1;UN;1;2;60.00;72.00;7;30;20;4
936;Poliamida 66 NT - (PA66 NATURAL STECK);31081980;1;25;Materia Prima;PIERONI;Terceiros;1;KG;1;1;5.00;26.50;10;30;20;15
939;Poliamida 66 20FV PT (PA66 FV20 PRETO);31081983;1;5;Materia Prima;PIERONI;Terceiros;1;KG;1;1;6.00;19.50;5;25;15;4
333;FITA ADESIVA 45X45TRANSPARENTE 1 1;31081634;7;15;Acabado;PIRAMIDAL;Terceiros;1;UN;1;1;3.00;3.90;4;25;15;14
349;CAIXA KLT AZUL;31081637;6;12;Embalagem;PIRAMIDAL;Terceiros;1;UN;1;1;1.00;1.00;8;30;20;7
421;TRIPLLE WELD CLIP;31081681;13;19;Acabado;PIRAMIDAL;Terceiros;1;UN;89;90;1.00;1.00;7;30;20;14
422;FLOAT DO FLV;31081682;13;19;Acabado;PIRAMIDAL;Terceiros;1;UN;1;2;1.00;1.00;12;30;20;10
430;OUTER STORAGE POCKET RH /LH SCANIA;31081690;13;19;Acabado;PIRAMIDAL;Terceiros;1;UN;3799;3800;1.00;1.00;6;30;20;4
431;INJEcaO COM 2 CAVIDADES (LH+RH) P/ GUIA GAVETA (SLIDING SURFACE);31081691;13;19;Acabado;PIRAMIDAL;Terceiros;1;UN;1;2;1.00;1.00;14;35;25;7
436;INJEcaO COM 4 CAVIDADES P/ GUIDE PIN;31081696;13;19;Acabado;PIRAMIDAL;Terceiros;1;UN;1;2;1.00;1.00;8;30;20;15
437;DE INJEcaO COM 2 CAVIDADES P/ HANDLE TOOL BOX TEXTURIZADO;31081697;13;19;Acabado;PIRAMIDAL;Terceiros;1;UN;1;2;1.00;1.00;13;30;20;6
438;SUPPORT TABLET AR MISTRAL D/G PSA;31081698;13;19;Acabado;PIRAMIDAL;Terceiros;1;UN;3149;3150;1.00;1.00;14;35;25;12
1185;ALCOOL LIQUIDO CLARITY 70% 5 LITROS;31082118;8;16;Acabado;PIRAMIDAL;Terceiros;1;UN;1;2;5.00;55.90;9;30;20;12
1274;CONTROLADOR DE TEMPERATURA;31082133;16;4;Acabado;PIRAMIDAL;Terceiros;1;UN;1;1;9947.00;14000.00;12;30;20;4
1390;DISPOSITIVO RESFRIAMENTO QUEBRA ONDA CJAA7330694AA;31082200;13;27;Acabado;PIRAMIDAL;Terceiros;1;UN;1;1;29974.00;73555.07;10;30;20;13
1399;ESPUMA FILLER CUP  X52 PH2 B52;31082201;5;22;Materia Prima;PIRAMIDAL;Terceiros;1;un;1;1;0.48;0.96;3;25;15;8
1543;DISPOSITIVO RELEASE MECHANISM;31082338;13;27;Acabado;PO SOROCABA;Terceiros;1;UN;1;2;200.00;240.00;6;30;20;11
1542;DISPOSITIVO TRIM PANEL;31082337;13;27;Acabado;POLYFAST;Terceiros;1;UN;1;2;153.00;183.60;14;35;25;13
23;PEAD HS4506 NATURAL;31081532;1;14;Materia Prima;PIRAMIDAL;Terceiros;1;KG;1;1;13.00;21.48;3;25;15;12
24;ABS+PC XCY630 BLACK 1005;31081533;1;14;Materia Prima;PIRAMIDAL;Terceiros;1;KG;1;1;22.00;52.62;13;30;20;13
400;POM KEPITAL;31081669;1;22;Materia Prima;PIRAMIDAL;Terceiros;1;KG;1;1;1.00;21.82;6;30;20;8
1333;ABS CYCOLAC MG47F;31082167;1;16;Materia Prima;PIRAMIDAL;Terceiros;1;KG;1;1;21.00;22.40;6;30;20;13
1527;DOUBLE WELD CLIP (CLIP 2WAY);31082322;5;8;Acabado;KAUTEX;Terceiros;1;UN;0.008;0.008;80.00;96.00;11;30;20;9
1528;Duto de Ar GM 31UX;31082323;5;22;Acabado;PRK;Terceiros;1;UN;1;1;150000.00;180000.00;9;30;20;14
538;OBTURADOR PSA;31081756;13;19;Acabado;PLAST MACHINE;Terceiros;1;UN;418;419;1.00;1.00;3;25;15;2
807;AMD-25 (FUNIL SECADOR - CONTOLADOR DIGITAL - TIMER - TRIFASICO);31081930;16;18;Acabado;PLAST MACHINE;Terceiros;1;UN;1;1;3053.00;3879.00;9;30;20;6
784;MOTOR DE DOSAGEM TEDERIC 4;31081919;16;14;Acabado;Plasticos PRK;Terceiros;1;UN;1;2;6066.00;10000.00;6;30;20;14
790;DISPOSITIVO DE RESFRIAMENTO FILLER PIPE BRACKET L7 PSA;31081921;13;27;Acabado;Plasticos PRK;Terceiros;1;UN;1;2;7870.00;9500.00;15;35;25;10
791;SERVIcOS PRESTADOS DE INDUSTRIALIZAcaO DE TERCEIROS;31081922;10;18;Acabado;Plasticos PRK;Terceiros;1;UN;1;1;1.00;1.00;6;30;20;7
792;SERVIcO PRESTADO DE MAO DE OBRA E CONSERTO;31081923;10;18;Acabado;Plasticos PRK;Terceiros;1;UN;1;1;1.00;1.00;8;30;20;6
1494;EMPILHADEIRA CTE-057307-1361 KG;31082289;16;24;Acabado;POLYFAST;Terceiros;1;UN;6443;6443;180000.00;216000.00;4;25;15;14
1544;EMPILHADEIRA FRONTAL 1800KG COMBUSTaO YALE GLP18AK;31082339;16;24;Acabado;ADVENCED;Terceiros;1;UN;1;1;204900.00;245880.00;4;25;15;6
1517;EMPILHADEIRA FRONTAL 1800KG COMBUSTaO YALE GP050LX;31082312;16;24;Acabado;SUMMA;Terceiros;1;UN;1000;1000;190000.00;228000.00;10;30;20;5
1565;EMPILHADEIRA FRONTAL 2500KG COMBUSTaO NISSAN P1F2A25U;31082360;16;24;Acabado;NICHIBRAS;Terceiros;1;UN;1;1;200000.00;240000.00;14;35;25;5
842;MATERIAL DE ESCRITORIO;31081946;8;16;Acabado;PO;Terceiros;1;UN;1;1;1.00;1.00;9;30;20;7
843;EPI - EQUIPAMENTO DE PROTEcaO INDIVIDUAL;31081947;8;16;Acabado;PO;Terceiros;1;UN;1;1;1.00;1.00;10;30;20;14
847;Porta Palelets;31081950;6;12;Acabado;PO;Terceiros;1;UN;1;2;575.00;650.00;7;30;20;3
1532;EMPILHADEIRA FRONTAL COMBUSTaO 1800KG HANGCHA CPQD18N-RW7;31082327;16;24;Acabado;POLYFAST;Terceiros;1;UN;10000;10000;120000.00;144000.00;3;25;15;9
1529;EMPILHADEIRA FRONTAL COMBUSTaO 2500KG KOMATSU FG25-T16;31082324;16;24;Acabado;POLYFAST;Terceiros;1;UN;1000;1000;180000.00;216000.00;11;30;20;8
1518;EMPILHADEIRA FRONTAL COMBUSTaO 3000/3500KG YALE 60VX;31082313;16;24;Acabado;TARZIA;Terceiros;1;UN;1500;1500;195000.00;234000.00;4;25;15;2
1545;EMPILHADEIRA FRONTAL ELETRICA LITIO 2500KG HANGCHA CPD25-XD4-SI26 TRIPLEX 4700MM;31082340;16;24;Acabado;ADVENCED;Terceiros;1;UN;1;1;300000.00;360000.00;7;30;20;2
1516;EQUIPAMENTO GELADEIRA/CHILLER 3500 Kcal;31082311;16;24;Acabado;BASELL;Terceiros;1;UN;100;100;12000.00;14400.00;6;30;20;7
1514;ESPUMA FILLER CUP  HJF;31082309;5;22;Materia Prima;TRIOSPOUMA;Terceiros;1;UN;1;1;50.00;60.00;4;25;15;5
